true_code,text,predicted_code,similarity_score,predicted,in_top_5
L930,Lupus erythematosus,M3211,0.9283793,0,1
C9110,lymphocytic leukemia,C9111,0.93390334,0,1
D479,lymphoproliferative disease,D47Z1,0.9391612,0,0
C170,malignancy at proximal duodenum,C170,0.95644623,1,1
R180,malignant ascites,R180,1.0000004,1,1
D749,methemoglobinemia,D748,0.97114456,0,1
T428X2A,methocarbamol,D748,0.906922,0,0
D594,microangiopathic hemolytic anemia,M3119,0.93246317,0,1
R920,Microcalcifications in both testes,Q53212,0.91077095,0,1
G43009,migraine without aura,G43019,0.9476649,0,1
R820,milky,Y93K2,0.92672354,0,0
M5000,myelopathy,G992,0.9537266,0,0
M50021,Myelopathy,G992,0.9537266,0,0
R821,myoglobinuria,R821,1.0000004,1,1
F515,nightmares,F515,0.960102,1,1
S92016A,Nondisplaced fracture of the calcaneus,S92065S,0.96371907,0,0
E340,oed,G911,0.89041626,0,0
L0882,omphalitis,L0882,0.9546257,1,1
S31001A,open wound,S01502D,0.91888255,0,0
S31839A,open wound,S01502D,0.91888255,0,0
S61200A,open wound,S01502D,0.91888255,0,0
S91009A,open wound,S01502D,0.91888255,0,0
S22088A,other fracture,S3219XK,0.9275944,0,0
O98319,"Other infections with a predominantly sexual mode of transmission complicating pregnancy, unspecified trimester",O98319,0.99999994,1,1
S86891A,other injury,V9181XD,0.9393033,0,0
N5312,painful ejaculation,N5312,1.0,1,1
B419,paracoccidioidomycosis,B410,0.9801797,0,1
S3719XA,perforation,K822,0.95531565,0,0
C482,Peritoneal Cancer,K651,0.91899323,0,1
D691,platelet dysfunction,D691,0.93178046,1,1
J9381,pneumothorax which has been chronic,J9381,0.9725061,1,1
S73015A,Posterior dislocation of left hip,S73015D,0.9776332,0,1
N990,Postoperative acute renal failure,N990,0.94246143,1,1
K228,Presbyesophagus,H524,0.9613946,0,0
Q256,pulmonary stenosis,Q256,0.9787438,1,1
S0193XA,puncture wound,S01542D,0.9320803,0,0
S61232A,puncture wound,S01542D,0.9320803,0,0
O2686,PUPPP,O2686,0.9228324,1,1
H359,Retinal disorder,H3589,0.9360572,0,0
Z6790,RH positive,Z6710,0.9466413,0,0
Z96661,right ankle replacement,M87871,0.9373735,0,1
L02431,RIGHT AXILLA CARBUNCLE,L02431,0.99135894,1,1
S31819A,Right buttock open wound,S31819D,0.9501983,0,1
L02415,right hip abscess,M71051,0.9540588,0,0
S62524A,Right thumb distal phalanx nondisplaced fracture,S62524K,0.9841615,0,0
S0520XA,rupture,I772,0.9528072,0,0
I159,secondary hypertension,I158,0.9800607,0,1
M7552,"Severe bursitis, left shoulder",M7552,0.98065877,1,1
Z0441,sexual assault exam,Z0481,0.9222751,0,1
Z945,skin graft,T86820,0.9379069,0,0
M439,Spinal curvature,M4802,0.904422,0,0
S93439A,sprain,K901,0.9438923,0,0
C44229,squamous cell carcinoma of skin [left ear,C44229,0.9761831,1,1
M25649,stiffness in the hand,M25642,0.94163656,0,1
M25621,stiffness in the right elbow,M25621,0.9651872,1,1
S39013A,strain,B9623,0.8911071,0,0
S46319A,strain,B9623,0.8911071,0,0
S46811A,strain,B9623,0.8911071,0,0
S66119A,strain,B9623,0.8911071,0,0
S66819A,strain,B9623,0.8911071,0,0
S86911A,strain,B9623,0.8911071,0,0
S96919A,strain,B9623,0.8911071,0,0
S33110A,subluxation,H27112,0.9413129,0,0
S63103A,subluxation,H27112,0.9413129,0,0
S73013A,subluxation,H27112,0.9413129,0,0
H9121,sudden hearing loss in right ear,H9121,0.9699268,1,1
R0901,suffocated,Z72823,0.8713168,0,0
H6641,Suppurative otitis media - right ear,H663X1,0.97685224,0,1
S42413A,supracondylar fracture,S72462K,0.9452888,0,0
T189XXA,swallowed foreign body,T182XXD,0.9203643,0,0
H938X1,swelling to his right ear,H02841,0.93200946,0,0
H60339,swimmer's ear,H60332,0.97660786,0,1
K007,teething,K007,0.93554443,1,1
T421X1A,Tegretol,M65311,0.87516546,0,0
Z85238,thymoma,C37,0.92416865,0,0
S52119A,torus fracture,S72471K,0.9356408,0,0
S82169A,torus fracture,S72471K,0.9356408,0,0
M6730,transient synovitis,M67362,0.9746852,0,0
A1811,"Tuberculosis, renal failure",A1811,0.9406219,1,1
K626,ulceration inferior to rectum,K626,0.92715645,1,1
L97829,ulceration of her wounds distal leg,N766,0.92671955,0,0
D375,uncertain behavior of rectum,D375,0.9456717,1,1
Y929,Unspecified,H109,0.9594941,0,0
L89620,Unstageable Pressure ulcer left heel,L89620,0.9858234,1,1
T50Z95A,vaccine,B08011,0.9103902,0,0
C52,vaginal cancer,C52,0.9393069,1,1
N819,vaginal prolapse,N993,0.94532025,0,0
G441,vascular headache,G441,0.9519032,1,1
B3324,Viral Cardiomyopathy,B3324,1.0000005,1,1
L80,Vitiligo,L80,0.99999994,1,1
T45511A,warfarin,Q862,0.9160361,0,0
S60413A,abrasion left middle finger,S60413D,0.9752003,0,1
R1911,Absent bowel sounds,R1911,1.0,1,1
H60509,acute otitis externa,H60551,0.95474404,0,0
K273,Acute peptic ulcer,K261,0.9469536,0,0
I2102,Acute ST elevation myocardial infarction involving the left _____ left anterior descending coronary artery,I2102,0.98314357,1,1
D125,adenoma in the sigmoid colon,D125,0.9562119,1,1
O99312,"Alcohol use complicating pregnancy, second trimester",O99312,1.0000002,1,1
G453,amaurosis fugax,G453,1.0000001,1,1
T43011A,amitriptyline,T43015A,0.89806986,0,0
S78019A,amputation,T8781,0.9248623,0,0
S98319A,amputation,T8781,0.9248623,0,0
R130,aphagia,R130,1.0000004,1,1
R482,Apraxia,R482,0.99999964,1,1
Z77090,asbestos exposure,Z77090,0.940371,1,1
T39011A,aspirin,Z7982,0.9232987,0,0
N4601,AZOOSPERMIA,N46022,0.94750863,0,1
Q331,azygos lobe,H02016,0.86844826,0,0
T428X5A,baclofen,G245,0.90980875,0,0
D1801,Benign neoplasm of skin,D235,0.96945715,0,0
H10213,bilateral chemical conjunctivitis,H10213,0.9409925,1,1
H7093,bilateral mastoiditis,H7013,0.967826,0,0
H6593,bilateral serous otitis media,H6503,0.9832066,0,0
M19031,Bilateral Wrist Overuse Arthritis,M05631,0.9242948,0,1
J09X2,bird flu,R232,0.8983667,0,0
S1012XA,blister,S00522D,0.92965317,0,0
S20129A,blister,S00522D,0.92965317,0,0
T22249A,burn on left hip area at posterior axillary,T2602XD,0.92295146,0,0
T3120,Burns involving 20-29%,T310,0.976339,0,1
M50321,C4-C5,G8251,0.92235374,0,0
H00036,cellulitis left eye,H05012,0.9719944,0,0
G9529,cervical cord compression,G9529,0.9403729,1,1
Z62819,child abuse,Z62810,0.9282053,0,0
T465X2A,clonidine,T448X6S,0.89438534,0,0
K50919,Complicated Crohn's disease,K50018,0.93181545,0,0
Q240,Congenital dextrocardia,Q240,0.95775485,1,1
S0510XA,contusion,S0083XS,0.93837476,0,0
S100XXA,contusion,S0083XS,0.93837476,0,0
S3692XA,contusion,S0083XS,0.93837476,0,0
S60029A,contusion,S0083XS,0.93837476,0,0
S8010XA,contusion,S0083XS,0.93837476,0,0
B459,cryptococcosis,B451,0.96750927,0,0
Z9350,cystostomy,N99511,0.93957067,0,0
L89529,Decubitus ulcer of the left ankle,L89520,0.93900436,0,1
M952,Deformity of the medial aspect of the humeral head,S42461S,0.9311366,0,0
T8781,Dehiscence of amputation stump,T8781,0.99999976,1,1
S63066A,dislocation,S032XXD,0.9346167,0,0
E237,Disorder of pituitary gland [removal of pituitary gland,E236,0.94411397,0,1
H9210,ear discharge,H9211,0.91040826,0,0
O159,eclampsia,O151,0.9399011,0,0
M25459,effusion in the hip joint,M25451,0.9710332,0,0
M25471,effusion in the right ankle,M25471,0.9917141,1,1
M2540,effusion is noted within the IP joint,M25451,0.934584,0,1
J352,enlargement of adenoids,J352,0.96061385,1,1
M0760,enteropathic arthritis related to inflammatory,M07622,0.9393065,0,0
L519,Erythema multiforme rash,L518,0.96471214,0,1
B0820,Exanthem subitum,B0820,0.9228991,1,1
Z209,exposure to Communicable disease,Z2089,0.95195514,0,1
H5361,eye abnormality,R94118,0.93178403,0,0
E7209,Fanconi,D6103,0.9817503,0,0
T791XXA,fat embolism,T791XXS,0.9405935,0,1
T23129A,finger burn,T23122D,0.9244008,0,0
T378X5A,fluconazole,Z1632,0.90638435,0,0
S2239XA,fracture,S025XXK,0.923613,0,0
S32029A,fracture,S025XXK,0.923613,0,0
S32409A,fracture,S025XXK,0.923613,0,0
S32413A,fracture,S025XXK,0.923613,0,0
S62113A,fracture,S025XXK,0.923613,0,0
S62300A,fracture,S025XXK,0.923613,0,0
S62302A,fracture,S025XXK,0.923613,0,0
S62314A,fracture,S025XXK,0.923613,0,0
S7223XA,fracture,S025XXK,0.923613,0,0
S92333A,fracture,S025XXK,0.923613,0,0
S5291XA,fractured the right forearm,M89531,0.93790025,0,1
K591,functional diarrhea,K591,0.99999994,1,1
M67479,Ganglion dorsum L foot,M67472,0.9385561,0,1
K2991,gastroduodenitis,K2991,0.93644285,1,1
A071,giardiasis,A071,0.9692849,1,1
T503X2A,glucose,E1065,0.9273988,0,0
R196,halitosis,R196,0.9999996,1,1
B9681,Helicobacter pylori gastrointestinal tract,A213,0.9208971,0,1
P540,hematemesis,K920,1.0,0,1
O4410,hemorrhage,R041,0.93436,0,0
E8319,hemosiderosis,M362,0.938803,0,0
H3120,Hereditary disease,D5932,0.93869394,0,0
E83110,HEREDITARY HEMOCHROMATOSIS,E83110,0.9999997,1,1
B399,histoplasmosis,B399,0.95184,1,1
E1101,HONK,N451,0.8906537,0,0
E8381,Hungry bone syndrome,E8381,1.0,1,1
E8341,hypermagnesemia,E8341,1.0000001,1,1
R4921,Hypernasality,R4921,0.99999994,1,1
E291,Hypogonadism,G115,0.92757654,0,1
G723,hypokalemic periodic paralysis,G723,0.9484964,1,1
T39312A,ibuprofen,T39395A,0.8932183,0,0
R7301,Impaired Fasting Glucose,R7301,0.9999999,1,1
Q523,imperforate hymen,Q523,0.99999994,1,1
S0030XA,injury,P153,0.9224981,0,0
S069X1A,injury,P153,0.9224981,0,0
S27309A,injury,P153,0.9224981,0,0
S3093XA,injury,P153,0.9224981,0,0
S36119A,injury,P153,0.9224981,0,0
S3613XA,injury,P153,0.9224981,0,1
S3730XA,injury,P153,0.9224981,0,0
S3991XA,injury,P153,0.9224981,0,0
S40919A,injury,P153,0.9224981,0,0
S60946A,injury,P153,0.9224981,0,0
S70919A,injury,P153,0.9224981,0,0
S8990XA,injury,P153,0.9224981,0,0
S90929A,injury,P153,0.9224981,0,0
S96209A,injury,P153,0.9224981,0,0
S30864A,insect bite,S30861D,0.9411288,0,0
S40269A,insect bite,S30861D,0.9411288,0,0
M4626,Interval progression at L2-3 discitis-osteomyelitis,M4627,0.9164194,0,0
Z30014,intrauterine contraceptive device,Z975,0.94700146,0,0
M7050,Knee bursitis,M7051,0.9647129,0,1
S31119A,laceration,S3733XD,0.9326875,0,0
S21011A,laceration of her right breast,S21021D,0.957348,0,1
R279,LACK OF COORDINATION,R278,0.9756323,0,1
D0502,left breast lobular carcinoma in situ,D0502,0.99660045,1,1
M14672,Left Charcot foot,M14672,0.96689504,1,1
C6992,left eye cancer,D0922,0.9486743,0,1
G5722,left femur lesion,G5722,0.9499954,1,1
H01005,Left Lower eyelid Blepharitis,H02525,0.9788985,0,0
H7092,left sided mastoiditis,H7012,0.9503439,0,0
Q858,Lindau,Q8583,0.9072115,0,0
R031,low blood pressure reading,R031,0.9466324,1,1
F331,Major Depressive Disorder,F321,0.9501234,0,1
C710,Malignancy involving the splenium of the corpus callosum,C549,0.915919,0,1
M2610,mandibular prognathism,B831,0.91192967,0,0
F988,masturbation,N644,0.9387199,0,0
C4360,melanoma on the shoulder,D0361,0.9620925,0,0
G587,Mononeuritis multiplex,G587,1.0000005,1,1
G7111,Myotonic Dystrophy,G7111,0.9935639,1,1
F6081,NARCISSISTIC PERSONALITY DISORDER,F6081,1.0000002,1,1
C399,neoplasm of respiratory tract,C399,0.9624665,1,1
M5481,occipital neuralgia,M5481,0.9999999,1,1
S01409A,open wound,S01502D,0.91888255,0,0
O0940,P0 5,O4101X5,0.8854953,0,0
K433,Parastomal hernia with obstruction,K433,0.9746979,1,1
N739,pelvic inflammatory disease,N74,0.96523494,0,0
K604,perirectal fistula,K60513,0.9287574,0,0
P239,pneumonia,J151,0.9474004,0,0
J153,Pneumonia due to group B Streptococcus,J153,0.9963639,1,1
J158,"pneumonia, so I would also add anaerobic coverage.",J158,0.9254476,1,1
O480,Post term pregnancy,O480,0.9965781,1,1
T433X5A,promethazine,T433X5S,0.88678,0,1
Z449,prosthesis fitting,Z463,0.91466665,0,0
F482,Pseudobulbar affect,F482,0.99999976,1,1
H11009,Pterygium,H11021,0.9419086,0,0
S61039A,puncture wound,S01542D,0.9320803,0,0
K627,radiation proctitis,K627,1.0000002,1,1
M4726,radiculopathy,M5412,0.9607551,0,0
M5013,radiculopathy,M5412,0.9607551,0,0
K621,Rectal polyp with prolapse,K621,0.96964455,1,1
C4371,recurrent malignant melanoma of the right foot,M24474,0.94435894,0,1
I722,renal artery aneurysm,I722,0.993424,1,1
M2740,retention cyst  right maxilla,H05811,0.917722,0,0
H3582,retinal ischemia,H3582,1.0000002,1,1
K764,rheumatica,I090,0.9641363,0,0
H5121,Right internuclear ophthalmoplegia,H5121,0.9893517,1,1
Q798,right sacroiliac bone fusion,M4328,0.926391,0,0
M5417,right sided L5-S1 radiculopathy,M5417,0.93244946,1,1
S36593A,rupture,I772,0.9528072,0,0
S63319A,rupture,I772,0.9528072,0,0
I607,Ruptured Cerebral aneurysm,I7112,0.94311553,0,0
A0223,salmonella,A021,0.96702045,0,1
R4181,Senile,M831,0.9220854,0,0
T8069XA,serum allergy,Z887,0.9362225,0,0
M7550,shoulder bursitis,M7552,0.96987367,0,1
D5740,Sickle cell-thalassemia disease with crisis,D5740,0.97414964,1,1
G9001,sinus syndrome,I495,0.9653939,0,0
R0683,Snoring,R0683,1.0,1,1
S53402A,"Sprain Right shoulder, left elbow",S53421D,0.95635235,0,0
L89621,stage I left heel decubitus ulcer,L89621,0.96357125,1,1
L89213,stage III right hip decubitus ulcer,L89213,0.958635,1,1
L89223,stage III ulcer of the left hip,L89223,0.96970165,1,1
L89214,stage IV right hip decubitus ulcer,L89214,0.96071064,1,1
I669,Stenosis R cerebral artery,I6611,0.95118386,0,0
M25661,stiffness in the right knee,M25661,0.96221316,1,1
K316,stomach fistula,K316,0.96607494,1,1
S0911XA,strain,B9623,0.8911071,0,0
S39011A,strain,B9623,0.8911071,0,0
S76119A,strain,B9623,0.8911071,0,0
S76219A,strain,B9623,0.8911071,0,0
E061,subacute thyroiditis,E061,1.0000002,1,1
S72019A,subcapital fracture,S02621A,0.93529445,0,0
S23170A,subluxation,H27112,0.9413129,0,0
S33140A,subluxation,H27112,0.9413129,0,0
S63013A,subluxation,H27112,0.9413129,0,0
H9120,sudden hearing loss,H9122,0.95159096,0,1
D150,thymoma,C37,0.92416865,0,1
G8384,Todd's Paralysis,G8384,0.95894206,1,1
P519,umbilical cord bleeding,P510,0.9490043,0,1
D4862,"uncertain behavior, left breast",D4862,0.9463732,1,1
A5601,urethritis #2 Chlamydia,A5601,0.95041066,1,1
R3915,urgency of urination,R3915,1.0000001,1,1
N899,vaginal irritation,N7689,0.91400516,0,0
N765,vaginal ulcers,N765,0.95615196,1,1
M21061,valgus deformity of knees,M21062,0.9561816,0,1
E539,vitamin B deficiency,E560,0.9584336,0,1
A9231,West Nile encephalitis,A9231,0.97585315,1,1
B72,worm infection,B670,0.9097611,0,0
H0260,xanthelasma,H0265,0.9508396,0,0
S42223A,2-part fracture,S42231A,0.9334123,0,0
H4900,3rd nerve palsy,H4903,0.9329291,0,1
Z3A41,41 weeks pregnant,Z3A41,0.9897392,1,1
R1930,abdominal rigidity,R1937,0.96704,0,0
S1011XA,abrasion,K031,0.9771719,0,0
S30813A,abrasion,K031,0.9771719,0,0
S60416A,abrasion,K031,0.9771719,0,0
H6002,Abscess - External Auditory Canal on left,H6002,0.97162247,1,1
T391X5A,Acetaminophen,T398X2A,0.89407766,0,0
S7222XA,Acute displaced subtrochanteric fracture of Left femur,S7222XS,0.98316944,0,1
T781XXA,adverse reactions,T886XXS,0.94279855,0,0
Z5189,aftercare,Z471,0.93421626,0,0
D8982,ALPs,G3181,0.9519733,0,1
S88911A,amputation,T8781,0.9248623,0,0
T43201A,antidepressant,T431X5A,0.91732323,0,0
K5521,arteriovenous malformations,Q282,0.97061145,0,0
P2481,aspiration pneumonia,O8901,0.919401,0,0
T39012A,aspirin,Z7982,0.9232987,0,0
T39015A,aspirin,Z7982,0.9232987,0,1
L89104,back stage 4 decub,L89104,0.9093252,1,1
H6093,bilateral otitis externa,H6023,0.97208756,0,0
S40821A,blister,S00522D,0.92965317,0,0
S70229A,blister,S00522D,0.92965317,0,0
Z6720,blood type B positive,Z6720,0.9689883,1,1
M20029,"boutonniere deformity, tendon",M20022,0.958405,0,1
D249,breast fibroid,N6022,0.94380945,0,0
T24309A,"burning sensation ""Like my leg",T24031S,0.8987609,0,0
T310,Burns involving less than 10%,T310,0.9874592,1,1
M7731,calcaneal spur right foot,M7731,0.9921123,1,1
Z539,canceled procedure,Z538,0.8961692,0,0
C493,"cancer, aortic",C755,0.9309333,0,0
L0293,carbuncle,L0203,0.9715235,0,0
Z95818,cardiac stents,I314,0.8935255,0,0
I5189,carditis,C160,0.9186616,0,0
A980,central fever,G890,0.9199748,0,0
H7190,CHOLESTEATOMA,H6042,0.9572173,0,0
M7031,chronic right elbow bursitis,M7031,0.96035343,1,1
B078,common wart,B078,0.89996207,1,1
G910,communicating hydrocephalus,G910,1.0,1,1
G372,complications such as central pontine myelinolysis,G372,0.95191383,1,1
Q5569,concealed penis,Q5564,0.95823705,0,0
H9012,Conductive Hearing Loss on Left (nerve,H90A12,0.9603576,0,1
S60049A,contusion,S0083XS,0.93837476,0,0
Q031,Dandy-Walker syndrome,Q7961,0.9160226,0,0
T483X2A,Dextromethorphan,Q240,0.92649335,0,0
E1151,diabetic angiopathy,E1052,0.9521127,0,1
K521,diarrhea after chemo,D6481,0.90265775,0,0
S63254A,dislocation,S032XXD,0.9346167,0,0
S73016A,dislocation,S032XXD,0.9346167,0,0
B027,"disseminated zoster, along multiple",B027,0.9731225,1,1
A040,E coli,A4151,0.9361497,0,1
O1500,Eclampsia,O151,0.9399011,0,1
B341,enterovirus infection,A850,0.949172,0,1
S064X0A,epidural hemorrhage,S064X7A,0.93932563,0,1
K2960,erosive gastritis,M154,0.9179146,0,0
C44300,face [pt had skin cancer,C44319,0.91670394,0,0
O26619,Fatty liver,K700,0.97561264,0,0
R5600,Febrile seizure,R5600,0.936882,1,1
P819,fever,R502,0.9371083,0,0
T22112A,First degree burn to left forearm,T22112D,0.98110294,0,1
L923,foreign body in skin,L923,0.93826944,1,1
S0219XA,fracture,S025XXK,0.923613,0,0
S12200A,fracture,S025XXK,0.923613,0,0
S32009A,fracture,S025XXK,0.923613,0,0
S42409A,fracture,S025XXK,0.923613,0,0
S52009A,fracture,S025XXK,0.923613,0,0
S62109A,fracture,S025XXK,0.923613,0,0
S62316A,fracture,S025XXK,0.923613,0,0
S72443A,fracture,S025XXK,0.923613,0,0
S82153A,fracture,S025XXK,0.923613,0,0
S82899A,fracture,S025XXK,0.923613,0,0
S92901A,fracture noted in imaging of right foot,M84474A,0.94537777,0,0
E049,goiter,E071,0.91754514,0,0
S52319A,greenstick fracture,S52212S,0.93941647,0,0
T367X1A,griseofulvin,L02224,0.8890561,0,0
I4902,heart fluttering,I4902,0.95517135,1,1
S00439A,hematoma,O902,0.9329804,0,0
D593,hemolytic uremic syndrome,D5932,0.9750893,0,0
A99,hemorrhagic fever,A91,0.9759309,0,0
K7681,hepatopulmonary syndrome,K7681,0.9999997,1,1
G602,Hereditary peripheral neuropathy,G600,0.9599571,0,1
T38805A,hormone,Z79890,0.93263924,0,0
Z599,housing problem,Z5989,0.9376663,0,1
B977,human papillomavirus,Z1151,0.93674654,0,0
G8252,Incomplete quadriplegia,G8252,0.9641693,1,1
S0992XA,injury,P153,0.9224981,0,0
S142XXA,injury,P153,0.9224981,0,0
S3600XA,injury,P153,0.9224981,0,0
S3630XA,injury,P153,0.9224981,0,0
S36400A,injury,P153,0.9224981,0,0
S3720XA,injury,P153,0.9224981,0,0
S60940A,injury,P153,0.9224981,0,0
S60948A,injury,P153,0.9224981,0,0
S76109A,injury,P153,0.9224981,0,0
S80921A,injury,P153,0.9224981,0,0
H8390,inner ear disorder,H8392,0.9243401,0,1
S0086XA,insect bite,S30861D,0.9411288,0,0
S1096XA,insect bite,S30861D,0.9411288,0,0
S30861A,insect bite,S30861D,0.9411288,0,1
S60569A,insect bite,S30861D,0.9411288,0,0
S80269A,insect bite,S30861D,0.9411288,0,0
G40919,intractable,G40804,0.91141576,0,0
G43719,intractable,G40804,0.91141576,0,0
T490X5A,iodine,E02,0.91224265,0,0
N3642,ISD,N3642,0.9188143,1,1
M2530,joint instability,M2352,0.92729276,0,0
H18449,keratomalacia,H18443,0.96497476,0,1
S0191XA,laceration,S3733XD,0.9326875,0,0
S1191XA,laceration,S3733XD,0.9326875,0,0
S27339A,laceration,S3733XD,0.9326875,0,0
S75019A,laceration,S3733XD,0.9326875,0,0
S91119A,laceration,S3733XD,0.9326875,0,0
T498X5A,lactic acid,R7402,0.9269881,0,0
E739,lactose intolerance,E738,0.95883673,0,1
S97102A,left 3rd toe blister,S90425D,0.94093496,0,0
S8265XA,Left ankle Weber C lateral malleolus fracture,S8262XM,0.94385284,0,0
C44209,LEFT EAR,H9312,0.954298,0,0
M25452,left hip effusion,M25452,0.98828065,1,1
G5632,Left radial nerve palsy,G5632,0.95665234,1,1
C6292,left testicular torsion,N83522,0.9631577,0,0
T413X5A,lidocaine,T413X2S,0.9062265,0,1
T56891A,lithium,L80,0.89048827,0,0
Z5111,maintenance chemotherapy for multiple myeloma,C9001,0.9357572,0,0
N469,Male infertility,N468,0.9622091,0,1
Z9010,mastectomy,C4352,0.92402804,0,0
M2602,maxillary hypoplasia,M2602,1.0,1,1
J853,mediastinal abscess,J853,0.9762057,1,1
R453,mild apathy,F70,0.92060465,0,0
N940,mittelschmerz,N940,0.9999998,1,1
E042,Multinodular Goiter,E042,0.927602,1,1
S3282XA,multiple fractures,M8959,0.9424323,0,0
G7119,Myotonic disorder,G7111,0.97406566,0,1
C119,Nasopharyngeal cancer,D106,0.9345548,0,1
K5530,necrotizing enterocolitis,K5531,0.9576599,0,1
C211,neoplasm of anal canal,C211,0.9850291,1,1
M48062,NEUROGENIC CLAUDICATION,M48062,0.94258046,1,1
F489,neurotic pain,G8921,0.89365256,0,0
D7289,Neutrophilic leukocytosis,D71,0.9108472,0,0
G911,obstructive hydrocephalus,G911,1.0000002,1,1
S01309A,open wound,S01502D,0.91888255,0,0
S11029A,open wound,S01502D,0.91888255,0,0
S3130XA,open wound,S01502D,0.91888255,0,0
S41101A,open wound,S01502D,0.91888255,0,0
S61109A,open wound,S01502D,0.91888255,0,0
S61509A,open wound,S01502D,0.91888255,0,0
S51802A,Open wound to left forearm,S51802D,0.9575206,0,1
S61401A,Open wound to right hand,S61401D,0.947018,0,1
C7960,ovarian,E288,0.9245415,0,0
M79629,pain goes up to the upper part of her arm,M79622,0.9649669,0,1
M222X9,patellofemoral syndrome,M222X2,0.95075154,0,1
F1620,pcp abuse,F554,0.9044508,0,0
G4761,Periodic limb movement disorder,G4761,1.0000001,1,1
L710,perioral dermatitis,L710,1.0000007,1,1
S82873A,pilon fracture,S82872K,0.93157953,0,0
J851,pneumonia with lung abscess,J851,0.99271166,1,1
Z72821,poor hygiene,Z72821,0.933316,1,1
Z79890,Postmenopausal,N950,0.9635556,0,0
H9110,Presbycusis,H524,0.976619,0,1
A812,progressive multifocal leukoencephalopathy,A812,0.9999995,1,1
N421,prostate hemorrhage,N421,0.9528358,1,1
L281,Prurigo nodularis,L281,1.0000002,1,1
F12159,psychosis,F531,0.9297699,0,0
S51831A,puncture wound right forearm,S51841D,0.9593502,0,1
A829,rabies,A821,0.93515,0,1
K520,radiation enteritis,K520,0.9326132,1,1
J700,radiation pneumonitis,J700,0.92879313,1,1
M24451,recurrent dislocation of the right hip,M24451,0.99428195,1,1
K4091,Recurrent right inguinal hernia,K4011,0.95428807,0,0
C9592,relapse,C9002,0.93055475,0,0
C9291,remission,C9001,0.92969203,0,0
H33011,right eye retinal detachment,H33051,0.9712214,0,0
T23121A,right finger burn,M79644,0.9333036,0,0
Q6689,Right fourth clawtoe,Q7161,0.9022391,0,0
S83001A,right knee subluxation,S9301XD,0.96174014,0,0
L89892,Right leg pressure ulcer,L89210,0.95385647,0,0
G5731,Right peroneal nerve palsy,M7671,0.94457865,0,0
J210,RSV Bronchiolitis,J210,0.95134354,1,1
S130XXA,rupture,I772,0.9528072,0,0
S3769XA,rupture,I772,0.9528072,0,0
M1993,secondary arthrosis,M153,0.94984627,0,0
G219,Secondary parkinsonism,G218,0.98288846,0,1
M00839,septic arthritis of his wrist,M00832,0.9474878,0,0
F72,severe intellectual disability,F72,0.9959362,1,1
A039,Shigella,A030,0.9472958,0,0
G479,sleep disorder,G478,0.9591494,0,0
G243,Spasmodic Torticollis,G243,1.0000002,1,1
Q054,Spina bifida with hydrocephalus,Q052,0.98806465,0,0
S42343A,spiral fracture,S72341D,0.9386548,0,0
S82243A,spiral fracture,S72341D,0.9386548,0,0
A779,spotted fever,A778,0.9662106,0,1
S63609A,sprain,K901,0.9438923,0,0
S83509A,sprain,K901,0.9438923,0,0
G40001,Status epilepticus,G40823,0.9417696,0,0
G40401,status epilepticus,G40823,0.9417696,0,0
G43901,Status migrainosus,G43911,0.93102324,0,0
R502,steroid fever,R786,0.9063965,0,1
S161XXA,strain,B9623,0.8911071,0,0
S13140A,subluxation,H27112,0.9413129,0,0
S53103A,subluxation,H27112,0.9413129,0,0
S9303XA,subluxation,H27112,0.9413129,0,0
S93103A,subluxation,H27112,0.9413129,0,0
S93303A,subluxation,H27112,0.9413129,0,0
O98119,"Syphilis complicating pregnancy, unspecified trimester",O98119,1.0000002,1,1
M4135,T12-L1,S23171D,0.9046884,0,0
E040,Thyroid goiter,E063,0.93207747,0,0
B589,toxoplasma,B5881,0.9621318,0,0
H3342,Traction detachment of retina [left eye,H3342,0.992931,1,1
T43211A,Trazodone,L683,0.8819282,0,0
Z9622,tympanostomy tubes,H6902,0.9043442,0,1
D432,UNCERTAIN BEHAVIOR OF BRAIN,D432,0.9231353,1,1
D4011,UNCERTAIN BEHAVIOR OF RIGHT TESTIS,D4011,0.9528806,1,1
D4861,"uncertain behavior, right breast",D4861,0.95217323,1,1
Q644,urachal remnant,Z1801,0.88687277,0,1
N829,vaginal fistula,N820,0.9462036,0,0
H5700,Abnormal Pupil,H21562,0.9497881,0,0
S00512A,abrasion,K031,0.9771719,0,1
S1091XA,abrasion,K031,0.9771719,0,0
S60311A,abrasion of right thumb,S60311D,0.9800695,0,1
M71022,Abscess of bursa of left elbow,M71022,0.996992,1,1
L700,Acne vulgaris,L700,0.9999994,1,1
M10041,Acute Gout attack rt hand,M10341,0.92060393,0,1
M10031,acute gout of the right wrist,M10031,0.9567559,1,1
H1032,acute left eye conjunctivitis,H1012,0.9696886,0,1
J0140,acute pansinusitis,J0141,0.9668081,0,1
O99313,"Alcohol use complicating pregnancy, third trimester",O99313,0.99999994,1,1
B4481,allergic bronchopulmonary aspergillosis,B4481,1.0,1,1
I680,amyloid angiopathy,I680,0.97263217,1,1
O99019,"Anemia complicating pregnancy, unspecified trimester",O99019,1.0000001,1,1
T1581XA,anterior chamber,H44412,0.90903115,0,0
D241,benign neoplasm of right breast,D241,0.99999964,1,1
