true_code,text,predicted_code,similarity_score,predicted,in_top_5
C184,adenocarcinoma of the transverse colon,C184,0.9670642,1,1
K922,Upper gastrointestinal bleed,K2101,0.9279994,0,0
I471,Atrial tachycardia,I4719,0.9310454,0,0
J439,Pulmonary emphysema will continue with IV steroids,Z7951,0.90067124,0,0
R1030,right sided lower abdominal pain,R10813,0.9661998,0,0
Z8711,peptic ulcer disease with perforation,K261,0.96782744,0,0
M869,left foot second and third toe osteomyelitis,M86162,0.947714,0,0
I10,hypertension while receiving hemodialysis,I953,0.93787503,0,0
F319,Bipolar disorder [with Depression,F3181,0.9540869,0,0
R140,abdominal distention with dyspnea,R140,0.9410378,1,1
K760,abdomen does show fatty liver,K700,0.92993087,0,1
A419,acute onset of sepsis,A4151,0.92764974,0,0
J449,lung volumes suggest COPD,I2723,0.8950503,0,0
Z8619,Rt hip sepsis,A414,0.9010208,0,0
U071,Covid 19 infection with bilateral pneumonia,U071,0.9229635,1,1
M359,autoimmune disease,K754,0.95007086,0,0
I480,Atrial fibrillation - still in RVR,I4901,0.91826844,0,1
I517,severe concentric left ventricular hypertrophy,I421,0.91865957,0,0
L8990,Rt ischial decub ulcer,N485,0.8988011,0,0
F1910,"drug abuse, anxiety ",F13180,0.9548346,0,0
M25569,pain is more in the knee,M25562,0.95830655,0,0
L03315,cellulitis in the right perineal,L03315,0.9715606,1,1
R319,"Hematuria, cystitis - Urology consulted ",N3001,0.9392954,0,0
R079,CP sepsis,O85,0.91476125,0,0
R109,abdominal pain was likely due to colitis,K521,0.9334877,0,0
R000,"tachycardic into 130-150s, mildly dry mucosa",T428X6A,0.89377487,0,0
D72829,"Leukocytosis, likely secondary to appendicitis",K35211,0.92186093,0,0
E1165,Uncontrolled DM with hyperglycemia,E1165,0.94002026,1,1
E46,"malnutrition, wound healing ",O252,0.9219927,0,0
Z9181,"frequent falls, basal cell",C44712,0.8922646,0,0
S72009A,hip (intertrochanteric) fracture,S72141S,0.955872,0,0
A419,Sepsis due to intra-abdominal infection,A4151,0.9529575,0,0
J9610,Chronic vent dependent resp failure,J95822,0.9167696,0,0
K921,"Hematochezia, likely secondary to the bleeding",D500,0.92772794,0,0
E1140,Diabetic gentleman with a peripheral neuropathy,E1043,0.9336661,0,0
E872,"lactic acidosis,COPD ",E8722,0.9225591,0,0
E871,"hyponatremia, depression.",E871,0.948519,1,1
I890,left arm lymphedema,M79602,0.9392618,0,0
A419,sepsis needs further studies including lower extremity,R6521,0.9161795,0,0
M792,left facial neuropathic pain,M79672,0.9423411,0,0
J811,Pneumonia on CXR v pulm edema,B0681,0.91322356,0,0
N201,Right-sided ureteric stone,D3021,0.9351461,0,0
U071,steroids for COVID,Z28311,0.9089309,0,1
C50912,carcinoma on left side of the breast,C50112,0.96164334,0,0
R112,Intractable nausea and vomiting Hypertension,R110,0.9238826,0,0
R109,"acute onset abdominal Pain, feeling like he needed to have a bowel",R100,0.9348569,0,0
N179,AKI with CKD,E1122,0.9169318,0,0
I639,"CVA, organ",B9711,0.8964331,0,0
Z915,Suicide screen,R45851,0.8992535,0,0
M1711,chronic R knee arthritis,M2351,0.9439404,0,0
R079,left sided rib pain,M25512,0.94037336,0,0
K37,acute on chronic appendicitis,K812,0.9425336,0,0
K810,pain point towards an acute cholecystitis,K810,0.9551484,1,1
M79606,Leg leg pain,M79605,0.95555204,0,1
N189,chronic kidney disease stage IIIB from diabetic nephropathy,N181,0.9497954,0,0
N390,urinary tract infection with pyelonephritis,N10,0.94938517,0,0
R0602,SOB BECAUSE OF HER NOSE,J206,0.889482,0,0
R079,chest pain after the chest,G8912,0.94742095,0,1
L089,infection to L leg,T8744,0.9204132,0,0
U071,respiratory status seems to be declining even though she has had COVID-19,U071,0.907521,1,1
B9620,UTI with Escherichia coli,A4151,0.9369536,0,0
G8929,Chronic pain [Left arm,M79602,0.9670986,0,0
L02811,"abscess, will get MRI C spine, and Head",G07,0.9091883,0,1
R112,n/v then diarrhea,R1113,0.8920935,0,0
B965,osteomyelitis of the left foot due to  proteus and pseudomonas,M00872,0.94793,0,0
Z87440,urinary tract infection with chronic,N3011,0.94208646,0,1
I749,"embolism, sepsis ",I76,0.9368992,0,0
I10,hypertensive with systolic,I110,0.9361491,0,0
R21,Second-degree road rash on abdomen,T2122XD,0.91851777,0,0
Z720,tobacco directly associated with poor wound,T65212A,0.8982809,0,0
R945,Elevated liver enzymes due to the infection,R7401,0.95138085,0,1
L03032,Left fifth toe cellulitis,L03032,0.95550144,1,1
M4800,canal stenosis of the C4-5 C5,H04543,0.93536913,0,0
S383XXA,laceration of the aorta,S3501XD,0.9556224,0,0
Z87440,recurrent episodes of UTI,N028,0.92227674,0,0
K7030,alcoholic cirrhosis complicated,K7031,0.9355117,0,1
J984,Stable bilateral lung disease,H18613,0.9226817,0,0
B951,multiple tissue culture grew group B Streptococcus,B951,0.9103855,1,1
B961,Urinary tract infection caused by Klebsiella,J150,0.95029473,0,1
R0781,pain to left rib,M25512,0.95261765,0,0
I4891,recurrent afib,J0111,0.93222135,0,0
J9600,Acute hypoic respiratory failure,J9601,0.962973,0,1
M5136,Focal degenerative disc disease,L74511,0.91627043,0,0
M1990,Moderate tricompartmental osteoarthritis,M19012,0.90819985,0,0
D759,bone marrow disorder,T8603,0.9336026,0,0
D6481,Anemia from chemotherapy,D6481,0.97111094,1,1
N289,diastolic dysfunction in the setting of renal disease,I132,0.926543,0,0
B690,Neurocysticercosis of the brain involving the left,B690,0.93728685,1,1
R109,right mid sided abdominal pain,R10813,0.948882,0,0
M479,Ankylosing spondylosis,M081,0.9571817,0,0
N189,chronic renal failure #4 headache,I132,0.925775,0,0
M5410,mild radiculopathy lumbar,M5416,0.94570595,0,0
R58,bleeding as the patient has a significant blood loss,K50811,0.9239955,0,0
K469,hernia containing a loop of small bowel,K50012,0.9184265,0,0
N390,"UTI, HYDRONEPHROSIS ",N132,0.94526255,0,0
M009,left knee hardware infection,T84093A,0.941596,0,0
J1289,COVID pneumonia: severe,J1281,0.91626716,0,0
R109,pain has resolved and the abdomen,R100,0.9135128,0,0
N179,AKI improving Hypernatremia,P7421,0.926412,0,0
E119,diabetic foot,E11621,0.94370675,0,0
L910,keloids,L730,0.9607042,0,0
M4310,anterolisthesis of L3 upon L4 and L4 upon L5,S33130D,0.9333105,0,0
R197,"metabolic acidosis from ckd, diarrhea",E8722,0.9239664,0,0
M79672,"Pain, left foot",M79672,0.9948057,1,1
K921,Acute hematochezia,K250,0.9248258,0,0
Z3A14,14wks pregnant,Z3A14,0.955863,1,1
L739,mild folliculitis,N900,0.92262894,0,0
K8590,pancreatitis 2/2 malignancy,C258,0.92940164,0,0
E119,"T2DM, macular",E113519,0.9212262,0,0
J45909,reactive airway disease with acute bronchitis,J40,0.9421043,0,0
E870,"hyperosmolar state, hyperglycemia.",E1101,0.95356405,0,1
K5732,perforation sigmoid diverticulitis,K5701,0.93737155,0,0
J189,PNA on the left upper lobe,R1012,0.9076474,0,0
I214,"NSTEMI , cardiomyopathy ",I214,0.9546987,1,1
E872,"metabolic acidosis - AG , likely from renal disease",E8721,0.9268631,0,0
R109,Abdominal pain secondary to ketosis,E0811,0.9224664,0,0
F0390,"dementia, stroke ",F01C18,0.9366231,0,0
J942,left-sided hemopneumothorax,J942,0.9377422,1,1
D638,"anemia of chronic disease, total hip",D631,0.93857163,0,1
M4854XA,T11 vertebral body compression fractures,S22080S,0.94934356,0,0
M272,osteomyelitis of the jaw,M4622,0.94804865,0,0
E6601,morbid obesity with splenomegaly,E6601,0.9280899,1,1
M722,"plantar fasciitis, left heel and Baxter's nerve",S9412XD,0.9370499,0,0
L97529,ulcers on the left foot,M79672,0.94903827,0,0
R509,fever malaria,R502,0.9235888,0,0
A419,septic shock secondary to pneumonia,A4152,0.9453178,0,0
K632,Chronic enterocutaneous fistula,K51213,0.9281958,0,0
R911,pulmonary nodule in the right lower lobe,C3431,0.9468844,0,1
J45909,hypertension asthma,I152,0.91185796,0,0
I639,Right Thalamic stroke,I63011,0.92092955,0,0
B379,Breast yeast infection,O9102,0.89783645,0,0
I959,hypotension -  from sepsis,I953,0.9416162,0,0
K2970,"Abdominal pain, gastritis ",R1084,0.93567,0,0
I959,hypotensive on multiple,H44443,0.9074994,0,0
A539,syphilis,A5277,0.9486368,0,1
R6520,"Severe sepsis, may be secondary to pneumonia",A403,0.94894725,0,0
I2510,CAD and recommended left heart,I25762,0.8969115,0,0
J9811,Minor bibasilar atelectasis,J9811,0.9046599,1,1
R0989,mild rhonchi,H401311,0.90905124,0,0
R110,mild improvement in nausea,R110,0.9358938,1,1
D72829,"elevated WBC, chronic",R7982,0.9313084,0,1
E119,DM2 on infection,B9735,0.8893362,0,0
M25562,acute on chronic left knee pain,M25562,0.9606191,1,1
E871,hyponatremia is a chronic,E871,0.9266514,1,1
M5416,Lumbar Spondlylolisthesis Lumbar Radiculopathy,M5416,0.9400021,1,1
R599,chest adenopathy,N8003,0.911257,0,0
J1281,SARs Cov 2 multifocal pneumonia,J1281,0.9115594,1,1
J9811,atelectasis of the dependent right lung,J9811,0.9471323,1,1
M79606,RLE leg pain,M79661,0.9281726,0,0
U071,Coronavirus disease-19 infection,B9729,0.93078715,0,1
R12,heartburn also controlled,R12,0.93568444,1,1
G930,arachnoid cyst,G930,0.91259027,1,1
M87852,Avascular necrosis of bilateral hips,M164,0.9348873,0,0
F1290,"marijuana, which can contribute to the patient's nausea",R110,0.92089885,0,0
M7989,mild swelling in the left leg,R2242,0.947117,0,0
E039,"hypothyroidism, COPD ",E030,0.90827924,0,1
R197,Diarrhea with hypokalemia,E876,0.9493902,0,0
I82409,deep vein thrombosis with necrotic,I825Z2,0.92790747,0,0
R1033,periumbilical abdominal pain,R1033,0.9908445,1,1
M810,age-related osteoporosis,M810,0.956849,1,1
J9600,Acute respiratory failure secondary to acute pancreatitis,J95821,0.9350608,0,0
Z992,"End-stage renal disease, on dialysis",N186,0.9707285,0,0
I8291,chronic thrombosis,I82291,0.9470746,0,0
R040,left nostril epistaxis,R040,0.9296963,1,1
M25562,exacerbation left knee pain,M25562,0.9600148,1,1
D72829,cholelithiasis The patient has leukocytosis,K8051,0.9039789,0,0
M48061,"severe lumbar stenosis, she underwent a 360 lumbar",S34114D,0.92920256,0,0
R161,splenomegaly up to 24.6 cm  Coronary,R161,0.9082549,1,1
F1020,Beverages,R638,0.8857105,0,0
B965,Pseudomonas as well as group G Streptococcus,J153,0.93596137,0,0
M79659,Pain radiates down to the thigh,M79652,0.9523709,0,0
I2699,right-sided pulmonary embolism,I82451,0.94148576,0,0
I739,peripheral vascular disease,I7389,0.947138,0,1
M2110,mild varus deformity,N900,0.9322022,0,0
R109,abdominal pain in the epigastric region,R1013,0.9684645,0,0
S335XXA,"lumbar strain, urethral",S39012D,0.9139653,0,0
R0681,apnea,G4739,0.94322634,0,1
I82409,DVT of lower extremity,I82491,0.9443663,0,0
G610,Guillain-Barre syndrome,G610,1.0000005,1,1
E162,hypoglycemia as the patient's oral,T383X2A,0.92538846,0,0
B9620,UTI from ESBL E. coli,A4151,0.92599773,0,0
M25539,wrist and hand pain,M25532,0.9654402,0,0
K630,abscess and distended bowel,K630,0.9424705,1,1
M25552,Painful left hip,M25552,0.9759164,1,1
E871,Hyponatremia: severe,E871,0.93963397,1,1
E611,acute on chronic iron deficiency,D500,0.9536242,0,1
I890,"lymphedema, coronary artery",I2542,0.9133496,0,0
M25559,pain was more centralized to hip,M25552,0.92551786,0,0
U071,long COVID-19 infection,U071,0.93526965,1,1
A549,Neisseria gonorrhoeae PCR test came back,R87810,0.90078545,0,0
Z3A01,4 5 weeks pregnant,Z3A01,0.97381514,1,1
R079,"chest pain, cholelithiasis ",R0789,0.91891414,0,0
B20,HIV/AIDS (CD,B20,0.93555725,1,1
Z8679,Pseudoaneurysm of rith femoral artery,I8011,0.9023137,0,0
D72829,mild leukocytosis,E441,0.91391337,0,0
F0390,"advanced dementia, atrial",F02B0,0.91479516,0,0
R197,Diarrhea likely due to C diff,A0471,0.9092126,0,0
Z992,"End-stage renal disease, on compassionate dialysis",N186,0.9378067,0,0
M729,fascitis left foot,M25175,0.9435476,0,0
T8130XA,Abdominal incision wound dehiscence,T81321D,0.9442915,0,0
I739,"PVD, gout ",R8281,0.9081939,0,0
M869,Osteomyelitis [distal phalanx,S62522D,0.92891634,0,0
E119,Diabetes is not well controlled,E119,0.92403746,1,1
F0150,vascular dementia,F01C18,0.95204484,0,0
I82409,complication yet like dvt,T8172XS,0.9329304,0,0
R197,diarrhea since yesterday multiple,R197,0.88988197,1,1
W19XXXA,"fall, multisystem trauma ",M3581,0.9062008,0,0
R1030,lower abdominal pain is controlled,R1030,0.93041843,1,1
K226,mallory weiss tear,S83229S,0.87572,0,0
B9689,Right distal leg wound infection due to Enterobacter cloacae,T8743,0.9222046,0,0
M79606,acute leg pain,M79605,0.93980885,0,1
Z66,both the DNR status,Z171,0.89002216,0,0
K529,abdomen/pelvis demonstrated enterocolitis,A046,0.92060304,0,0
K044,left lower molar dental infection,H00035,0.92760265,0,0
B9562,Methicillin-resistant Staphylococcus aureus was isolated from that wound,Z8614,0.94692385,0,1
M109,gout flare,M1A0211,0.9224,0,0
G8929,acute worsening on chronic abdominal pain,J441,0.9314293,0,1
R6521,"septic shock, influenza B ",R6521,0.93681145,1,1
R609,edema at the fundus,H3581,0.952451,0,0
I509,CHF who was to undergo dialysis,Z91151,0.8901164,0,0
J439,chest wall emphysema,L03313,0.9326209,0,0
J811,pulmonary edema: change to oral,J810,0.9178923,0,1
R0602,shortness of breath due to sepsis,R0602,0.9415851,1,1
R112,nausea vomiting abdominal,R110,0.94034755,0,0
M4300,cervical spondylolysis,M4302,0.9664191,0,0
N644,"breast pain, overall benign",N6459,0.92999184,0,0
R42,acute onset of dizziness,J9801,0.9104703,0,1
I890,Bilateral lower extremity lymphedema,R2243,0.9428366,0,0
B9562,Right knee tissue culture grew methicillin-resistant Staphylococcus aureus,M00061,0.93620384,0,0
I700,Atherosclerosis of aorta,I700,0.9999999,1,1
E11319,diabetic retinopathy w/macular edema,E113511,0.9565351,0,0
Z86711,ACUTE ON CHRONIC PULMONARY EMBOLISM,I2782,0.9705363,0,0
I8290,Superficial venous thrombus in bilateral cephalic,I82613,0.95335233,0,0
M4800,spinal stenosis at L3,S34113D,0.94265944,0,0
D696,Chronic thrombocytopenia,I2782,0.9289486,0,0
R1031,right flank pain as well as bloody,M79674,0.93599993,0,0
J811,mild to moderate pulmonary edema,J810,0.93287635,0,1
L509,hives yesterday afternoon to left leg,M79605,0.897609,0,0
R0602,SOB - asthma,J45998,0.8929889,0,0
I2699,"pulmonary embolism, myocardial infarction ",I6349,0.9343463,0,0
J929,Pleural Plaque,J920,0.95790976,0,1
J9811,mild atelectasis in the right upper lobe,J9811,0.9370504,1,1
W19XXXA,"fall, hitting her head",W091XXD,0.9175745,0,0
A6000,genital herpes,A6002,0.94353604,0,0
F952,Tourette syndrome,F952,0.96933866,1,1
G92,Toxic encephalopathy secondary to infection,G928,0.9442251,0,0
M79603,Back and Arm Pain,M79602,0.95517874,0,1
G629,"neuropathy, uterine",G990,0.9073565,0,0
U071,bilateral Covid,H2703,0.9197749,0,0
J439,Mild upper lobe predominant emphysema,J430,0.9136024,0,0
R739,hyperglycemia due to uncontrolled,E0865,0.9491609,0,0
Z8673,hemorrhagic CVA,P53,0.91992486,0,0
I361,Tricuspid valve regurgitation,I071,0.95606923,0,0
R1110,vomiting alongtinued to have excessive,R112,0.91947424,0,1
N201,Calculi Ureter,N201,0.9847703,1,1
Z992,ESRD: Tolerated HD,Y841,0.9028534,0,0
R42,dizziness w/nausea,R42,0.93142843,1,1
M6740,Ganglion Cyst Infected,N99511,0.9018501,0,0
G629,neuropathy of the left eye,H47012,0.9541151,0,0
G9389,pneumocephalus in the frontal,B59,0.9119554,0,0
J9690,type 2 respiratory failure,J9621,0.9239606,0,0
R7989,Elevated troponin: likely from congestion,I2111,0.9065493,0,0
I10,"HTN, heart disease ",I110,0.9350985,0,0
G8250,"quadriplegia, chronic",I2781,0.927534,0,1
W19XXXA,fall (Right anterior forearm,M21371,0.9177098,0,0
R079,"chest pain, tachycardia ",R071,0.92876625,0,0
I69351,CVA right-sided hemiparesis,I69851,0.9387237,0,1
I81,"Portal vein thrombosis, currently stable",I81,0.93614864,1,1
A64,urethritis - STD,N342,0.9391782,0,0
H409,"glaucoma, asthma ",H42,0.9211013,0,0
N10,acute pyelonephritis involving the right kidney,N10,0.96003675,1,1
C259,Metastatic pancreatic cancer,C253,0.92050034,0,0
M79643,pain in his hand,M79642,0.96773213,0,0
A159,tuberculosis,A150,0.9725766,0,0
G9340,mild degrees of encephalopathy,P9161,0.93487704,0,0
L0390,Right hip cellulitis,L03031,0.95606345,0,0
J069,"URI, asthma ",J682,0.8988323,0,0
M24661,Ankylosis ____ right knee,M24661,0.98599064,1,1
W19XXXA,acute on chronic: acute fall,I5023,0.92064667,0,0
K219,pain 6) GERD,R070,0.9160227,0,0
S20219A,lateral chest wall contusion,S20222D,0.9309592,0,0
D649,"Anemia, stable",D638,0.90579265,0,0
D6861,antiphospholipid syndrome,D6861,0.9999997,1,1
K8020,"cholelithiasis, multiple",M6529,0.92306936,0,0
K869,pancreatic mass,C251,0.92467153,0,0
I10,Hypertension currently controlled,I110,0.90172434,0,0
J329,postnasal discharge,R0982,0.9295654,0,0
Z3A13,13 weeks gestation of pregnancy,Z3A13,1.0,1,1
J392,pharyngeal edema,J384,0.94047016,0,0
G9340,Multiple encephalopathy,G9349,0.9205427,0,0
M7989,leg  swelling,R2242,0.9119531,0,0
I96,gangrene of the L foot,A480,0.93013453,0,0
R109,"abdominal pain, noted to have the nausea",R198,0.93105465,0,0
M79641,Right arm/hand pain,M79601,0.9813975,0,1
G20,Parkinson's disease as well as acute,G20B1,0.9269869,0,0
K567,Mild small bowel ileus,K50018,0.91655284,0,0
E1110,"DKA, pancreatitis ",K863,0.9175731,0,0
T782XXA,Severe anaphylaxis,T886XXA,0.9154788,0,0
R498,change in voice due to pain,R070,0.9079796,0,0
R112,N/V. Pt states the pain,T85840A,0.90732783,0,0
R110,asymptomatic regarding nausea,R3121,0.9283542,0,1
G8250,quadriplegic back,R532,0.9227223,0,1
J189,pneumonia in the left lower lobe,J851,0.9307895,0,0
L89159,Pressure ulcer on sacrum,L89150,0.9578152,0,0
M7989,rt foot swelling,T34831S,0.91016674,0,0
Z9114,noncompliant with medication,Z91148,0.9599252,0,0
R21,rash this is vesicular,R21,0.9215454,1,1
E669,GENERAL:  An 80-year-old obese,Z6845,0.9337583,0,0
G629,"neuropathy, decreased kidney",E1029,0.91787887,0,0
Z993,wheelchair dependent,Z993,0.9739489,1,1
I890,Right lower extremity lymphedema,H02842,0.94646,0,0
N939,"vaginal bleeding, clinically stable",N931,0.920319,0,1
R4182,"Altered mentation, likely secondary to the encephalopathy",G9341,0.92651606,0,0
E11621,diabetic foot ulcer for vascular,E08621,0.92511106,0,0
R0602,SOB w/o hypoxia,R0902,0.90403485,0,0
R0601,persistent orthopnea,R0601,0.9408995,1,1
R222,mass at the midline upper chest,C50221,0.918275,0,0
M25539,bilateral wrist pain,M25531,0.95077944,0,0
J069,asthma presents for URI,J111,0.8902676,0,0
M79603,arm/shoulder pain,M79602,0.95898473,0,0
L0390,left lower shin the cellulitis,L03115,0.95839155,0,0
N390,UTI caused by Pita hemolytic,B964,0.9083769,0,0
M79605,bilat leg pain,R822,0.9246993,0,1
N186,end-stage renal disease secondary to hypertension,I151,0.9659922,0,1
M869,osteomyelitis with abscess,H05021,0.94419944,0,0
Z9181,fall in either her left shoulder,M25512,0.9255798,0,0
R232,chest tube + flushed,R232,0.9277073,1,1
I10,neuropathy as well as hypertension,I151,0.9272585,0,0
Z992,"end-stage renal disease, intermittently on dialysis",N186,0.93870974,0,0
S09301D,injury to right ureter,S35491D,0.94612306,0,0
R0602,Short diagnosis unavailable SOB,S06309A,0.8844191,0,0
M329,Lupus flare/exacerbation,J471,0.9160477,0,0
L089,chronic foot infection,L97429,0.91992927,0,0
M8610,Acute osteomyelitis of phalanx,M86042,0.9432089,0,0
E872,metabolic acidosis from his renal,E8721,0.9391386,0,0
M19012,OA LEFT SHOULDER,M19012,0.94715154,1,1
M4316,spondylolisthesis of L4,M4316,0.9634169,1,1
L0390,cellulitis left knee,L03116,0.9665388,0,0
M2450,left hand contractures secondary to the hydrocephalus,M62442,0.93626386,0,0
E6601,severe morbid obesity,E6601,0.9610146,1,1
M869,Right ischial osteomyelitis,H05021,0.9403745,0,0
Z86718,DVT right leg,I82441,0.93365824,0,0
L89159,ulcers on her sacrum,N485,0.93401533,0,0
K5792,Acute diverticulitis of the proximal transverse colon,K5741,0.9392794,0,0
M4856XA,Mild compression fracture on superior endplate of L1,S32030K,0.9313231,0,0
H6010,CELLULITIS R EARLOBE,L03211,0.9232744,0,0
K5790,sigmoid diverticulosis,K382,0.93351674,0,0
R0602,shortness of breath the patient's heart,R0602,0.96921414,1,1
R05,"coughing, fever.",R054,0.93191934,0,0
M1990,moderate arthrosis,N871,0.9114301,0,0
S383XXA,Skin Tear L Leg,S86822D,0.89301443,0,0
R1110,acutely vomiting,R1111,0.9278779,0,0
J029,sore throat for multiple,M6589,0.9143542,0,0
Z3A35,35 week IUP,Z3A35,0.9325641,1,1
L8994,stage IV decubiti pressure ulcer,L8994,0.9452099,1,1
K219,gastroesophageal reflux,K219,0.9398523,1,1
R471,mild dysarthria,R471,0.9317715,1,1
N189,chronic kidney failure,N181,0.95056057,0,0
L02612,Cutaneous abscess of the left foot,L02612,0.99860066,1,1
E860,dehydration from daily HD,E860,0.9459917,1,1
L02215,abscess since Sunday to perineum,L02215,0.93398494,1,1
I10,HTN adn has a bleed,H59322,0.9062073,0,0
I459,intermittent heart block,F6381,0.9171993,0,0
F10129,alcohol intoxication with etoh,F10121,0.9388555,0,0
I872,Venous stasis changes with venous stasis,I83893,0.9153272,0,1
E119,"diabetes mellitus, type 2",E1165,0.97359765,0,0
I8290,popliteal arterial thrombus,I82432,0.9389947,0,0
R498,lower abdominal soreness,R10813,0.9286058,0,0
N179,acute on chronic kidney disease,D89812,0.9411846,0,0
J9690,respiratory failure and kidney,T8612,0.91871214,0,0
J189,pneumonia acute,J8282,0.93800914,0,0
G8929,"pain, she stated is chronic",G894,0.9600844,0,1
I2692,Acute  Saddle PE,I2602,0.9154062,0,1
E119,DM: stable,F321,0.89381844,0,0
K760,gallbladder shows fatty liver,K824,0.92234933,0,1
H6090,Severe otitis externa,H60311,0.94020104,0,0
R509,"fever,otitis ",A380,0.9350709,0,0
J40,viral tracheobronchitis,B302,0.92447037,0,0
L0390,Cellulitis of Right 5th Digit,L03011,0.96549684,0,0
M25552,lt Hip Arthroplasty -reviewed pain,M25552,0.9141295,1,1
L02611,abscess right fore foot,L02611,0.9534595,1,1
R197,"diarrhea, anxiety ",F10280,0.91500175,0,0
M869,extremity osteomyelitis,H05021,0.93275774,0,0
F419,"Anxiety disorder, asthma.",F064,0.9434112,0,0
L8990,S3 PRESSURE ULCER,L8993,0.9230164,0,0
D259,fibroid in the uterus,M797,0.92007583,0,0
G4733,severe OSA,F50812,0.92159617,0,1
K3580,Acute Appendicitis Hypertension,R100,0.9214653,0,0
K469,hernia had strangulated,K451,0.90959704,0,0
I7090,severe arteriosclerosis,I6613,0.9048328,0,0
S383XXA,index finger laceration,S65511D,0.9455532,0,0
G8929,Chronic right shoulder pain,M25511,0.968212,0,0
N3941,mild urinary urgency,R3915,0.92369807,0,1
N390,Multiple syncopla episodes in the setting of UTI,R8281,0.909536,0,0
K6812,Psoas Abscess,K6812,0.9879487,1,1
J0390,Acute tonsillitis of the bilateral palatine tonsils,J0301,0.9398644,0,1
R21,rash arm,R21,0.89508605,1,1
R609,edematous appearance of the distal small bowel mucosa,K50018,0.9168868,0,0
R109,"abdominal pain, diarrhea.",R198,0.93838143,0,0
N281,ruptured renal cyst,M660,0.9184722,0,1
J9600,Acute Respiratory Failure from bilateral pneumonia,J9601,0.93735754,0,0
Z3A30,Estimated gestational age of 31 weeks,Z3A31,0.9689398,0,0
R0789,Left-sided chest pain and shortness of breath secondary to pulmonary,I2722,0.93777245,0,0
K659,peritonitis found to have perforated,K3531,0.9295784,0,0
T730XXA,"starvation, etoh abuse.",T730XXS,0.92076546,0,0
I4891,uncontrolled atrial fibrillation,I4820,0.9236306,0,1
R4182,Encephalopathy (AMS,G9341,0.92089796,0,0
I749,embolus ventricle,I63111,0.90699923,0,0
F10129,"alcohol intoxication, pancreatitis.",K860,0.9577285,0,0
R945,"elevated liver enzymes, likely secondary to cholecystitis",R7401,0.9305411,0,1
K921,Hematochezia secondary to the gastrointestinal bleed,K2101,0.9320252,0,0
M4800,Spinal stenosis with radiculopathy,M4727,0.95236063,0,0
Z992,ckd: on dialysis,E1122,0.9255816,0,0
G8191,chronic right hemiparesis,I69851,0.94023204,0,0
E119,Diabetes is secondary complication,E1169,0.94737685,0,0
K529,Acute ascending colitis,S36590A,0.92159724,0,0
M79671,painful hammering of digits right foot,M79644,0.9355451,0,1
A319,atypical mycobacterium complex infection,A310,0.9166635,0,1
I10,hypertension nephrotic syndrome,I151,0.9258873,0,0
M79643,pain to R hand,M79641,0.9447423,0,0
J9691,moderate Hypoxic respiratory failure,J9601,0.95127857,0,1
A419,sepsis from strangulated colon,A403,0.9306768,0,0
M179,Right knee tricompartmental osteoarthritis,M1731,0.94930077,0,0
U071,covid19 like illness,U071,0.9441568,1,1
T1592XA,foreign body noted to left eye,H578A2,0.9690984,0,0
Z8719,Crohns disease,K50018,0.9493524,0,0
L8993,Skin: stage 3 pressure ulcer,L89893,0.9673965,0,1
Z3A09,9 week gestation,Z3A09,0.9892776,1,1
B9620,Ecoli bacteremia,R7881,0.91915846,0,0
B350,tinea capitis,B350,0.9584655,1,1
R509,"fever, hypoxia.",J9601,0.92591554,0,0
K831,biliary stricture,Q443,0.94251186,0,0
R079,chest pain in dialysis,R071,0.9264905,0,0
R0789,"left-sided chest pain ""like a twisted muscle",R0789,0.9199902,1,1
G459,TIA,Z8673,0.9153395,0,0
N181,stage 1 CKD,N181,0.975072,1,1
I739,microangiopathy,M3119,0.9533825,0,0
E43,chronic severe protein calorie malnutrition,E440,0.95017534,0,1
N3090,mild cystitis,N3001,0.92287815,0,0
N289,renal disease with several cysts,Q6102,0.9404781,0,0
K6289,proctitis,K627,0.95080996,0,0
A4151,E. coli sepsis,A4151,0.9755826,1,1
K089,"dental pain, headache ",F4542,0.9189836,0,0
R079,chronic recurrent chest pain,R053,0.9295058,0,0
E669,GENERAL:  Physical examination done at the bedside reveals an obese,R6889,0.9041846,0,0
I359,Severe aortic disease,Q253,0.9254321,0,0
M25571,acute right ankle pain,M25571,0.9600029,1,1
G9340,Encephalopathy - CT shows evolving embolic,I63131,0.90270424,0,0
I890,chronic lymphedema of both lower extremities,L03126,0.9381771,0,0
N62,macromastia back,D48117,0.88652015,0,0
F419,acute anxiety,F430,0.92412275,0,0
K4090,Stable massive left inguinal hernia containing bowel,K4001,0.924683,0,0
I959,"Hypotension, encephalopathy ",I953,0.93439144,0,0
R1110,"vomiting, probably due to gastritis",K910,0.9239353,0,0
J939,abdomen/pelvis demonstrated a left- sided pneumothorax,P251,0.9091544,0,1
M868X7,Chronic right foot osteomyelitis,M86671,0.96952254,0,0
J939,lateral basilar pneumothorax,J9383,0.90742385,0,1
K831,common bile duct obstruction,K831,0.96797645,1,1
R1310,dysphagia is oropharyngeal,R1312,0.9505344,0,0
B9620,Urinary tract infection with ESBL  E. coli,A041,0.9329177,0,0
I82411,"DVT in the right common femoral vein, superficial femoral vein, and popliteal vein",I82811,0.95253706,0,0
Z5329,chest ct- pt refused signed ama,T86810,0.8766031,0,0
